roi,cell_id,leiden_cluster,umap_1,umap_2,n_genes,total_counts,cell_type
Sample_007_Region,107587-sample_1_lv_0046706_007,27,0.5318396,0.028350152,0,73,F1
Sample_007_Region,107588-sample_1_lv_0046706_007,15,5.0376043,12.6781645,0,7,Undifferentiated_KC
Sample_007_Region,107589-sample_1_lv_0046706_007,11,11.00933,9.656901,0,196,F3
Sample_007_Region,107590-sample_1_lv_0046706_007,16,5.2313538,6.9520974,0,168,Pericyte_2
Sample_007_Region,107591-sample_1_lv_0046706_007,32,2.4099336,-0.04584673,0,48,VE2
Sample_007_Region,107592-sample_1_lv_0046706_007,0,-4.617877,8.228618,0,0,Differentiated_KC
Sample_007_Region,107593-sample_1_lv_0046706_007,0,-3.68459,7.25404,0,0,Differentiated_KC
Sample_007_Region,107594-sample_1_lv_0046706_007,0,-4.0260954,7.958549,0,4,Undifferentiated_KC
Sample_007_Region,107595-sample_1_lv_0046706_007,0,-2.5172105,7.503838,0,0,Differentiated_KC
Sample_007_Region,107596-sample_1_lv_0046706_007,0,-4.416025,9.177177,0,4,Undifferentiated_KC
Sample_007_Region,107597-sample_1_lv_0046706_007,0,-4.7252307,9.098399,0,5,Undifferentiated_KC
Sample_007_Region,107598-sample_1_lv_0046706_007,2,9.46543,6.7709703,0,125,F1
Sample_007_Region,107599-sample_1_lv_0046706_007,20,16.513523,14.842191,0,230,F2
Sample_007_Region,107600-sample_1_lv_0046706_007,16,5.325789,7.528952,0,96,F2
Sample_007_Region,107601-sample_1_lv_0046706_007,1,9.4872675,9.078474,0,96,F3
Sample_007_Region,107602-sample_1_lv_0046706_007,11,10.629243,10.159938,0,506,F1
Sample_007_Region,107603-sample_1_lv_0046706_007,24,11.956622,-3.2474203,0,72,F1
Sample_007_Region,107604-sample_1_lv_0046706_007,0,-3.5939229,8.397002,0,141,F3
Sample_007_Region,107605-sample_1_lv_0046706_007,0,-4.7341623,7.463121,0,386,F1
Sample_007_Region,107606-sample_1_lv_0046706_007,5,8.4852495,3.9843554,0,195,F1
Sample_007_Region,107607-sample_1_lv_0046706_007,1,12.477867,10.853563,0,94,Mono_mac
Sample_007_Region,107608-sample_1_lv_0046706_007,34,2.2553282,16.946165,0,50,F3
Sample_007_Region,107609-sample_1_lv_0046706_007,0,-5.709006,5.224587,0,1,Differentiated_KC
Sample_007_Region,107610-sample_1_lv_0046706_007,0,-5.757942,9.146887,0,7,Undifferentiated_KC
Sample_007_Region,107611-sample_1_lv_0046706_007,0,-6.49888,6.9299173,0,4,F2
Sample_007_Region,107612-sample_1_lv_0046706_007,0,-5.7092156,6.673727,0,0,Differentiated_KC
Sample_007_Region,107613-sample_1_lv_0046706_007,0,-4.633493,6.0946207,0,6,Differentiated_KC
Sample_007_Region,107614-sample_1_lv_0046706_007,0,-4.3785534,8.005734,0,1,Differentiated_KC
Sample_007_Region,107615-sample_1_lv_0046706_007,0,-5.9120603,6.3458996,0,0,Differentiated_KC
Sample_007_Region,107616-sample_1_lv_0046706_007,0,-5.2198644,5.207466,0,3,Th
Sample_007_Region,107617-sample_1_lv_0046706_007,0,-4.156791,6.659252,0,13,Undifferentiated_KC
Sample_007_Region,107618-sample_1_lv_0046706_007,0,-5.939339,5.345399,0,21,Undifferentiated_KC
Sample_007_Region,107619-sample_1_lv_0046706_007,0,-3.5134768,7.4577003,0,21,Undifferentiated_KC
Sample_007_Region,107620-sample_1_lv_0046706_007,0,-2.3880332,6.2326865,0,13,Undifferentiated_KC
Sample_007_Region,107621-sample_1_lv_0046706_007,0,-5.4036026,6.9015193,0,6,Undifferentiated_KC
Sample_007_Region,107622-sample_1_lv_0046706_007,0,-6.3805466,6.793316,0,179,Undifferentiated_KC
Sample_007_Region,107623-sample_1_lv_0046706_007,1,6.705615,8.356439,0,152,Undifferentiated_KC
Sample_007_Region,107624-sample_1_lv_0046706_007,6,12.967617,15.454085,0,119,Undifferentiated_KC
Sample_007_Region,107625-sample_1_lv_0046706_007,1,6.9416738,11.496197,0,23,F2
Sample_007_Region,107626-sample_1_lv_0046706_007,7,3.5012386,6.1108336,0,108,F2
Sample_007_Region,107627-sample_1_lv_0046706_007,0,-3.9136806,6.831927,0,38,Differentiated_KC
Sample_007_Region,107628-sample_1_lv_0046706_007,7,3.4857972,5.8692827,0,42,Differentiated_KC
Sample_007_Region,107629-sample_1_lv_0046706_007,0,-4.3568788,8.932164,0,2,Differentiated_KC
Sample_007_Region,107630-sample_1_lv_0046706_007,0,-3.4194326,7.700485,0,23,Differentiated_KC
Sample_007_Region,107631-sample_1_lv_0046706_007,19,20.286415,13.786408,0,42,Differentiated_KC
Sample_007_Region,107632-sample_1_lv_0046706_007,6,13.8996105,15.640587,0,75,Undifferentiated_KC
Sample_007_Region,107633-sample_1_lv_0046706_007,14,10.818677,1.9419687,0,62,MigDC
Sample_007_Region,107634-sample_1_lv_0046706_007,1,12.457435,9.667304,0,31,Undifferentiated_KC
Sample_007_Region,107635-sample_1_lv_0046706_007,0,-5.0690217,5.296166,0,118,Undifferentiated_KC
Sample_007_Region,107636-sample_1_lv_0046706_007,0,-5.155176,7.552755,0,233,Undifferentiated_KC
Sample_007_Region,107637-sample_1_lv_0046706_007,17,1.7780184,13.374719,0,337,Undifferentiated_KC
Sample_007_Region,107638-sample_1_lv_0046706_007,8,14.888341,-0.9145545,0,86,F1
Sample_007_Region,107639-sample_1_lv_0046706_007,0,-3.2974377,7.5690184,0,11,Undifferentiated_KC
Sample_007_Region,107640-sample_1_lv_0046706_007,0,-2.9994378,8.4494705,0,73,Undifferentiated_KC
Sample_007_Region,107641-sample_1_lv_0046706_007,0,-4.1229606,6.568043,0,55,Undifferentiated_KC
Sample_007_Region,107642-sample_1_lv_0046706_007,0,-3.377448,7.9910088,0,38,Undifferentiated_KC
Sample_007_Region,107643-sample_1_lv_0046706_007,0,-2.610184,8.450607,0,40,Undifferentiated_KC
Sample_007_Region,107644-sample_1_lv_0046706_007,7,14.273832,12.879835,0,66,Undifferentiated_KC
Sample_007_Region,107645-sample_1_lv_0046706_007,0,-5.5409074,5.2288938,0,72,Undifferentiated_KC
Sample_007_Region,107646-sample_1_lv_0046706_007,6,12.471062,14.02916,0,152,Undifferentiated_KC
Sample_007_Region,107701-sample_1_lv_0046706_007,0,-4.132021,6.534744,0,51,F1
Sample_007_Region,107702-sample_1_lv_0046706_007,2,9.641871,7.4173884,0,54,Undifferentiated_KC
Sample_007_Region,107703-sample_1_lv_0046706_007,0,-4.702407,6.0920343,0,12,Undifferentiated_KC
Sample_007_Region,107704-sample_1_lv_0046706_007,0,-2.1186478,6.747307,0,14,F1
Sample_007_Region,107707-sample_1_lv_0046706_007,0,-3.9629009,8.881927,0,36,Th
Sample_007_Region,107846-sample_1_lv_0046706_007,3,7.560897,5.6112328,0,81,Undifferentiated_KC
Sample_007_Region,107847-sample_1_lv_0046706_007,0,-2.1517303,6.9765086,0,56,Undifferentiated_KC
Sample_007_Region,107848-sample_1_lv_0046706_007,3,7.8488975,5.303359,0,15,F2
Sample_007_Region,107849-sample_1_lv_0046706_007,0,-3.8078964,6.531858,0,83,Undifferentiated_KC
Sample_007_Region,107850-sample_1_lv_0046706_007,1,11.739658,10.855011,0,127,F3
Sample_007_Region,107851-sample_1_lv_0046706_007,5,9.046745,2.7799304,0,113,Mono_mac
Sample_007_Region,107852-sample_1_lv_0046706_007,0,-5.7637873,7.173212,0,5,F1
Sample_007_Region,107853-sample_1_lv_0046706_007,15,5.5548806,3.3515546,0,53,Mono_mac
Sample_007_Region,107854-sample_1_lv_0046706_007,0,-4.4594197,5.4066515,0,8,F2
Sample_007_Region,107855-sample_1_lv_0046706_007,1,7.9699492,9.942552,0,98,Undifferentiated_KC
Sample_007_Region,107856-sample_1_lv_0046706_007,29,3.4606996,4.473069,0,46,Undifferentiated_KC
Sample_007_Region,107858-sample_1_lv_0046706_007,15,6.2285438,0.8506821,0,46,Macro_1
Sample_007_Region,107859-sample_1_lv_0046706_007,0,-6.548815,8.17536,0,127,F1
Sample_007_Region,107860-sample_1_lv_0046706_007,13,7.9021635,11.709719,0,31,F1
Sample_007_Region,107861-sample_1_lv_0046706_007,0,-3.2119105,5.209094,0,145,F3
Sample_007_Region,107862-sample_1_lv_0046706_007,15,6.407928,0.79776096,0,28,Macro_1
Sample_007_Region,107863-sample_1_lv_0046706_007,20,17.122932,14.737404,0,390,F2
Sample_007_Region,107864-sample_1_lv_0046706_007,12,13.522308,7.514145,0,301,Mono_mac
Sample_007_Region,107865-sample_1_lv_0046706_007,8,14.2435055,-0.8687053,0,87,F2
Sample_007_Region,107866-sample_1_lv_0046706_007,0,-5.1765456,6.3998146,0,65,F3
Sample_007_Region,107867-sample_1_lv_0046706_007,0,-4.830082,8.023095,0,17,F1
Sample_007_Region,107868-sample_1_lv_0046706_007,18,17.713972,1.6382834,0,74,Pericyte_2
Sample_007_Region,107870-sample_1_lv_0046706_007,4,14.801907,6.581465,0,172,VE3
Sample_007_Region,107871-sample_1_lv_0046706_007,4,14.881955,6.1502123,0,375,Mono_mac
Sample_007_Region,107872-sample_1_lv_0046706_007,2,11.458341,7.046283,0,108,Th
Sample_007_Region,107873-sample_1_lv_0046706_007,5,7.7298465,2.115919,0,181,Pericyte_1
Sample_007_Region,107874-sample_1_lv_0046706_007,10,12.906254,10.144771,0,188,Mono_mac
Sample_007_Region,107875-sample_1_lv_0046706_007,0,-6.1092043,6.068822,0,242,F2
Sample_007_Region,107876-sample_1_lv_0046706_007,3,8.311502,5.515666,0,837,Mono_mac
Sample_007_Region,107877-sample_1_lv_0046706_007,14,12.059688,4.6693983,0,354,Mono_mac
Sample_007_Region,107878-sample_1_lv_0046706_007,13,9.005326,12.296555,0,224,F1
Sample_007_Region,107879-sample_1_lv_0046706_007,0,-6.570022,7.786579,0,62,F1
Sample_007_Region,107880-sample_1_lv_0046706_007,1,8.888242,9.277259,0,315,F3
Sample_007_Region,107881-sample_1_lv_0046706_007,0,-4.7334023,7.5611687,0,201,F1
Sample_007_Region,107882-sample_1_lv_0046706_007,0,-3.2976015,7.0093,0,65,F1
Sample_007_Region,107883-sample_1_lv_0046706_007,12,14.149525,6.1324267,0,317,F1
Sample_007_Region,107884-sample_1_lv_0046706_007,2,9.997223,6.984401,0,385,Macro_1
Sample_007_Region,107885-sample_1_lv_0046706_007,24,9.331515,0.24576196,0,124,F2
Sample_007_Region,107886-sample_1_lv_0046706_007,0,-4.5158076,8.181762,0,25,F1
Sample_007_Region,107887-sample_1_lv_0046706_007,11,11.859788,9.555012,0,781,Mono_mac
Sample_007_Region,107888-sample_1_lv_0046706_007,4,14.29681,5.7553935,0,458,F1
Sample_007_Region,107889-sample_1_lv_0046706_007,2,12.237559,7.1233754,0,878,DC2
Sample_007_Region,107890-sample_1_lv_0046706_007,5,13.379671,5.23456,0,499,F1
Sample_007_Region,107891-sample_1_lv_0046706_007,12,13.510055,6.7676115,0,280,LE2
Sample_007_Region,107892-sample_1_lv_0046706_007,13,9.004723,10.686758,0,279,F3
Sample_007_Region,107893-sample_1_lv_0046706_007,6,12.96052,15.6208105,0,158,Mono_mac
Sample_007_Region,107894-sample_1_lv_0046706_007,15,7.118638,2.379997,0,74,F1
Sample_007_Region,107895-sample_1_lv_0046706_007,0,-4.070135,4.9069176,0,142,F1
Sample_007_Region,107896-sample_1_lv_0046706_007,0,-3.7278507,7.0348477,0,144,F2
Sample_007_Region,107897-sample_1_lv_0046706_007,1,7.1247478,8.435013,0,256,F1
Sample_007_Region,107898-sample_1_lv_0046706_007,2,9.947123,6.625251,0,619,F2
Sample_007_Region,107899-sample_1_lv_0046706_007,5,13.28059,3.6998515,0,92,LE1
Sample_007_Region,107900-sample_1_lv_0046706_007,20,16.342443,14.912011,0,99,VE1
Sample_007_Region,107901-sample_1_lv_0046706_007,3,8.488638,5.0605803,0,228,LE2
Sample_007_Region,107902-sample_1_lv_0046706_007,19,19.74826,11.118335,0,400,LE2
Sample_007_Region,107903-sample_1_lv_0046706_007,15,7.2339664,2.329767,0,181,F1
Sample_007_Region,107904-sample_1_lv_0046706_007,10,13.236591,9.642584,0,30,DC2
Sample_007_Region,107905-sample_1_lv_0046706_007,1,12.057674,9.354898,0,559,Mono_mac
Sample_007_Region,107906-sample_1_lv_0046706_007,5,12.364351,5.7038417,0,366,Mono_mac
Sample_007_Region,107907-sample_1_lv_0046706_007,10,14.538223,9.741611,0,623,Mono_mac
Sample_007_Region,107908-sample_1_lv_0046706_007,1,12.444374,9.5637245,0,94,Mono_mac
Sample_007_Region,107909-sample_1_lv_0046706_007,3,10.436781,5.3665295,0,463,F3
Sample_007_Region,107910-sample_1_lv_0046706_007,4,15.864687,7.0007644,0,44,F3
Sample_007_Region,107911-sample_1_lv_0046706_007,21,16.04185,16.807163,0,740,Mono_mac
Sample_007_Region,107921-sample_1_lv_0046706_007,13,8.762527,12.44244,0,228,F2
Sample_007_Region,107922-sample_1_lv_0046706_007,19,19.788282,13.50799,0,291,F1
Sample_007_Region,107923-sample_1_lv_0046706_007,11,11.064559,10.430934,0,124,F1
Sample_007_Region,107924-sample_1_lv_0046706_007,20,16.216236,14.411482,0,399,F1
Sample_007_Region,107930-sample_1_lv_0046706_007,0,-4.2158413,6.516493,0,16,F2
Sample_007_Region,107931-sample_1_lv_0046706_007,0,-3.229548,7.480222,0,4,Pericyte_1
Sample_007_Region,107932-sample_1_lv_0046706_007,0,-3.4440591,6.932975,0,0,Differentiated_KC
Sample_007_Region,107933-sample_1_lv_0046706_007,27,0.04573427,2.4016867,0,2,Differentiated_KC
Sample_007_Region,107934-sample_1_lv_0046706_007,2,11.076649,8.040369,0,38,F1
Sample_007_Region,107935-sample_1_lv_0046706_007,2,11.679728,8.445148,0,25,Macro_1
Sample_007_Region,107936-sample_1_lv_0046706_007,1,12.480652,11.633638,0,11,F1
Sample_007_Region,107937-sample_1_lv_0046706_007,22,11.156773,19.420544,0,48,VE3
Sample_007_Region,107938-sample_1_lv_0046706_007,0,-4.1224127,7.771029,0,9,Undifferentiated_KC
Sample_007_Region,107939-sample_1_lv_0046706_007,0,-6.262619,6.198373,0,13,Undifferentiated_KC
Sample_007_Region,107940-sample_1_lv_0046706_007,0,-5.716781,8.907484,0,7,Undifferentiated_KC
Sample_007_Region,107941-sample_1_lv_0046706_007,0,-4.414648,5.5936723,0,4,F1
Sample_007_Region,107942-sample_1_lv_0046706_007,4,16.28972,6.82311,0,57,Macro_1
Sample_007_Region,107943-sample_1_lv_0046706_007,1,6.8149133,11.411277,0,22,Undifferentiated_KC
Sample_007_Region,107944-sample_1_lv_0046706_007,4,14.880273,8.929135,0,137,Undifferentiated_KC
Sample_007_Region,107945-sample_1_lv_0046706_007,29,3.4589496,4.477724,0,50,Undifferentiated_KC
Sample_007_Region,107946-sample_1_lv_0046706_007,7,14.400303,12.636059,0,92,F3
Sample_007_Region,107947-sample_1_lv_0046706_007,0,-3.3885527,8.829466,0,19,Undifferentiated_KC
Sample_007_Region,107948-sample_1_lv_0046706_007,0,-3.7790296,7.9951572,0,46,Mono_mac
Sample_007_Region,107949-sample_1_lv_0046706_007,0,-6.331042,7.528983,0,54,Undifferentiated_KC
Sample_007_Region,107950-sample_1_lv_0046706_007,31,10.149267,-2.7935858,0,97,Undifferentiated_KC
Sample_007_Region,107951-sample_1_lv_0046706_007,7,16.554726,11.916699,0,129,MigDC
Sample_007_Region,107952-sample_1_lv_0046706_007,7,4.9126287,8.277903,0,133,Undifferentiated_KC
Sample_007_Region,107953-sample_1_lv_0046706_007,0,-5.4601564,8.85309,0,113,Undifferentiated_KC
Sample_007_Region,107954-sample_1_lv_0046706_007,7,14.945689,12.202415,0,149,Macro_1
Sample_007_Region,107955-sample_1_lv_0046706_007,20,16.475725,14.431704,0,279,F2
Sample_007_Region,107956-sample_1_lv_0046706_007,4,15.3058405,8.860728,0,287,F3
Sample_007_Region,107957-sample_1_lv_0046706_007,7,15.157666,12.286955,0,213,Undifferentiated_KC
Sample_007_Region,107958-sample_1_lv_0046706_007,3,8.323859,6.270914,0,54,Macro_1
Sample_007_Region,107959-sample_1_lv_0046706_007,25,9.242099,22.009914,0,931,F1
Sample_007_Region,107960-sample_1_lv_0046706_007,3,4.777383,3.94955,0,96,Mono_mac
Sample_007_Region,107961-sample_1_lv_0046706_007,28,11.815594,-5.3700924,0,149,Undifferentiated_KC
Sample_007_Region,107962-sample_1_lv_0046706_007,5,9.33906,3.1648495,0,242,VE3
Sample_007_Region,107963-sample_1_lv_0046706_007,18,16.233398,3.4145174,0,240,VE3
Sample_007_Region,107964-sample_1_lv_0046706_007,15,3.513297,7.0305777,0,149,F3
Sample_007_Region,107965-sample_1_lv_0046706_007,1,6.844795,7.9916096,0,19,F1
Sample_007_Region,107966-sample_1_lv_0046706_007,35,10.688509,16.64299,0,33,F3
Sample_007_Region,107967-sample_1_lv_0046706_007,11,11.802342,10.099035,0,299,Th
Sample_007_Region,107968-sample_1_lv_0046706_007,19,19.930195,11.352692,0,313,LE2
Sample_007_Region,107969-sample_1_lv_0046706_007,0,-5.3721337,6.780676,0,139,Undifferentiated_KC
Sample_007_Region,107970-sample_1_lv_0046706_007,19,19.626589,11.280772,0,131,LE2
Sample_007_Region,107971-sample_1_lv_0046706_007,2,11.835269,6.4312663,0,114,Undifferentiated_KC
Sample_007_Region,107972-sample_1_lv_0046706_007,8,14.284307,-0.8830911,0,151,F2
Sample_007_Region,107973-sample_1_lv_0046706_007,24,9.434168,-0.004481559,0,153,Mono_mac
Sample_007_Region,107974-sample_1_lv_0046706_007,8,12.996034,0.4860965,0,1027,F1
Sample_007_Region,107975-sample_1_lv_0046706_007,15,7.0234475,2.6858962,0,212,Macro_1
Sample_007_Region,107976-sample_1_lv_0046706_007,2,10.304865,7.5649834,0,164,F1
Sample_007_Region,107977-sample_1_lv_0046706_007,19,19.528624,13.870787,0,841,F1
Sample_007_Region,107978-sample_1_lv_0046706_007,3,7.650064,5.5320773,0,88,F2
Sample_007_Region,107979-sample_1_lv_0046706_007,14,12.471473,4.3086877,0,275,Mono_mac
Sample_007_Region,107980-sample_1_lv_0046706_007,4,16.218632,9.553319,0,1,Differentiated_KC
Sample_007_Region,107981-sample_1_lv_0046706_007,3,9.701948,5.866889,0,116,F1
Sample_007_Region,107982-sample_1_lv_0046706_007,0,-4.832713,8.044599,0,35,Macro_1
Sample_007_Region,107983-sample_1_lv_0046706_007,0,-4.880001,5.5715113,0,4,Differentiated_KC
Sample_007_Region,107984-sample_1_lv_0046706_007,24,14.10797,-4.2966022,0,2,F1
Sample_007_Region,107985-sample_1_lv_0046706_007,0,-3.374822,5.580168,0,2,Th
Sample_007_Region,107986-sample_1_lv_0046706_007,0,-4.0752234,7.0248165,0,47,F2
Sample_007_Region,107987-sample_1_lv_0046706_007,0,-2.8585887,7.9306917,0,11,Undifferentiated_KC
Sample_007_Region,107988-sample_1_lv_0046706_007,7,3.6730952,6.615948,0,16,Macro_1
Sample_007_Region,107989-sample_1_lv_0046706_007,0,-3.2028131,7.917962,0,2,Treg
Sample_007_Region,107990-sample_1_lv_0046706_007,0,-3.8403563,7.8821874,0,9,Undifferentiated_KC
Sample_007_Region,107991-sample_1_lv_0046706_007,0,-2.9854593,8.248596,0,2,Differentiated_KC
Sample_007_Region,107992-sample_1_lv_0046706_007,0,-3.3127232,8.210985,0,3,Differentiated_KC
Sample_007_Region,107993-sample_1_lv_0046706_007,0,-3.8630502,9.292931,0,10,Differentiated_KC
Sample_007_Region,107994-sample_1_lv_0046706_007,3,5.732803,5.523563,0,221,F3
Sample_007_Region,107995-sample_1_lv_0046706_007,0,-6.75558,7.0745206,0,70,Mono_mac
Sample_007_Region,107996-sample_1_lv_0046706_007,13,6.9246798,13.613337,0,181,F2
Sample_007_Region,107997-sample_1_lv_0046706_007,5,10.087515,2.4821208,0,121,Mono_mac
Sample_007_Region,107998-sample_1_lv_0046706_007,15,7.0431523,2.4385605,0,54,F1
Sample_007_Region,107999-sample_1_lv_0046706_007,30,17.203865,-0.3581167,0,143,F2
Sample_007_Region,108000-sample_1_lv_0046706_007,4,15.661917,7.2208066,0,172,F1
Sample_007_Region,108001-sample_1_lv_0046706_007,0,-5.340615,7.293093,0,138,F3
Sample_007_Region,108002-sample_1_lv_0046706_007,3,5.773311,5.540448,0,41,F3
Sample_007_Region,108003-sample_1_lv_0046706_007,13,7.990593,11.633254,0,53,F1
Sample_007_Region,108004-sample_1_lv_0046706_007,14,10.923933,4.0909157,0,154,F2
Sample_007_Region,108005-sample_1_lv_0046706_007,0,-5.737578,7.090516,0,2,Differentiated_KC
Sample_007_Region,108006-sample_1_lv_0046706_007,2,11.471748,5.7885065,0,4,Th
Sample_007_Region,108007-sample_1_lv_0046706_007,0,-5.1422696,6.9331384,0,6,Macro_1
Sample_007_Region,108008-sample_1_lv_0046706_007,0,-4.7866216,7.0148435,0,2,Th
Sample_007_Region,108009-sample_1_lv_0046706_007,1,8.825634,7.0215282,0,25,Undifferentiated_KC
Sample_007_Region,108012-sample_1_lv_0046706_007,24,11.712196,-2.7174988,0,204,F2
Sample_007_Region,108013-sample_1_lv_0046706_007,24,12.326397,-2.3220701,0,273,F1
Sample_007_Region,108015-sample_1_lv_0046706_007,0,-5.606391,7.7165246,0,34,F2
Sample_007_Region,108016-sample_1_lv_0046706_007,0,-6.543544,6.7716794,0,28,Differentiated_KC
Sample_007_Region,108017-sample_1_lv_0046706_007,0,-5.1788626,5.358227,0,18,F1
Sample_007_Region,108018-sample_1_lv_0046706_007,28,7.912891,-8.078658,0,7,Macro_2
Sample_007_Region,108019-sample_1_lv_0046706_007,0,-4.773604,7.024436,0,34,F2
Sample_007_Region,108020-sample_1_lv_0046706_007,0,-5.368879,7.4302087,0,51,Differentiated_KC
Sample_007_Region,108021-sample_1_lv_0046706_007,0,-4.6431627,5.6434865,0,71,F2
Sample_007_Region,108022-sample_1_lv_0046706_007,0,-5.2056785,6.783746,0,2,F2
Sample_007_Region,108023-sample_1_lv_0046706_007,0,-4.0205293,7.6333737,0,3,Undifferentiated_KC
Sample_007_Region,108024-sample_1_lv_0046706_007,0,-4.416822,5.4751163,0,13,F2
Sample_007_Region,108025-sample_1_lv_0046706_007,21,16.240335,17.329462,0,12,Differentiated_KC
Sample_007_Region,108026-sample_1_lv_0046706_007,0,-4.4050193,8.497642,0,9,Differentiated_KC
Sample_007_Region,108027-sample_1_lv_0046706_007,0,-4.336205,4.805527,0,19,F2
Sample_007_Region,108028-sample_1_lv_0046706_007,21,16.210802,17.415346,0,18,Differentiated_KC
Sample_007_Region,108029-sample_1_lv_0046706_007,2,11.247633,6.8360004,0,199,Mono_mac
Sample_007_Region,108030-sample_1_lv_0046706_007,29,13.181383,-2.109871,0,128,F3
Sample_007_Region,108031-sample_1_lv_0046706_007,2,10.999128,7.2072496,0,438,F1
Sample_007_Region,108032-sample_1_lv_0046706_007,12,14.658502,5.3857846,0,448,Th
Sample_007_Region,108033-sample_1_lv_0046706_007,25,9.464758,22.030094,0,684,F2
Sample_007_Region,108034-sample_1_lv_0046706_007,10,13.47426,10.4395485,0,731,F2
Sample_007_Region,108035-sample_1_lv_0046706_007,3,10.803196,5.8529444,0,152,F1
Sample_007_Region,108036-sample_1_lv_0046706_007,0,-5.8205786,6.817276,0,191,F1
Sample_007_Region,108037-sample_1_lv_0046706_007,0,-5.2297597,8.530871,0,130,Th
Sample_007_Region,108038-sample_1_lv_0046706_007,0,-2.7159948,5.8382306,0,3,Undifferentiated_KC
Sample_007_Region,108039-sample_1_lv_0046706_007,0,-5.6625524,7.608744,0,3,Differentiated_KC
Sample_007_Region,108040-sample_1_lv_0046706_007,0,-4.0835977,8.447039,0,4,Undifferentiated_KC
Sample_007_Region,108041-sample_1_lv_0046706_007,0,-5.4247117,8.238053,0,4,Undifferentiated_KC
Sample_007_Region,108042-sample_1_lv_0046706_007,0,-4.903607,7.976999,0,0,Differentiated_KC
Sample_007_Region,108043-sample_1_lv_0046706_007,0,-5.3810062,8.922884,0,2,Th
Sample_007_Region,108044-sample_1_lv_0046706_007,0,-5.108407,7.248922,0,5,Undifferentiated_KC
Sample_007_Region,108045-sample_1_lv_0046706_007,1,9.522266,8.353203,0,12,Undifferentiated_KC
Sample_007_Region,108046-sample_1_lv_0046706_007,7,3.731297,6.5215425,0,20,Differentiated_KC
Sample_007_Region,108047-sample_1_lv_0046706_007,0,-5.449396,8.946904,0,12,Differentiated_KC
Sample_007_Region,108048-sample_1_lv_0046706_007,1,12.436646,11.385251,0,52,Undifferentiated_KC
Sample_007_Region,108049-sample_1_lv_0046706_007,0,-3.7679381,7.1415935,0,5,Undifferentiated_KC
Sample_007_Region,108050-sample_1_lv_0046706_007,0,-4.054823,8.5414505,0,6,Undifferentiated_KC
Sample_007_Region,114438-sample_1_lv_0046706_007,0,-5.528244,8.144906,0,25,Mono_mac
Sample_007_Region,114478-sample_1_lv_0046706_007,6,13.23759,13.568086,0,223,Undifferentiated_KC
Sample_007_Region,114479-sample_1_lv_0046706_007,6,13.195994,13.484465,0,385,Undifferentiated_KC
Sample_007_Region,114480-sample_1_lv_0046706_007,1,10.166029,7.490497,0,146,Undifferentiated_KC
Sample_007_Region,114481-sample_1_lv_0046706_007,1,4.614354,0.3490562,0,283,Undifferentiated_KC
Sample_007_Region,114482-sample_1_lv_0046706_007,6,12.325183,13.233597,0,482,Undifferentiated_KC
Sample_007_Region,114483-sample_1_lv_0046706_007,6,12.380429,13.618456,0,537,Undifferentiated_KC
Sample_007_Region,114484-sample_1_lv_0046706_007,7,14.244511,12.131324,0,250,Undifferentiated_KC
Sample_007_Region,114485-sample_1_lv_0046706_007,4,14.363673,8.485493,0,400,Undifferentiated_KC
Sample_007_Region,114486-sample_1_lv_0046706_007,32,1.6454179,11.3867235,0,180,Undifferentiated_KC
Sample_007_Region,114487-sample_1_lv_0046706_007,7,14.3102665,12.145761,0,178,Undifferentiated_KC
Sample_007_Region,114488-sample_1_lv_0046706_007,0,-5.514687,6.770123,0,242,Undifferentiated_KC
Sample_007_Region,114489-sample_1_lv_0046706_007,7,14.316323,11.869832,0,322,Undifferentiated_KC
Sample_007_Region,114490-sample_1_lv_0046706_007,7,16.201632,11.603058,0,173,Undifferentiated_KC
Sample_007_Region,114491-sample_1_lv_0046706_007,1,11.663344,10.802628,0,402,Mono_mac
Sample_007_Region,114492-sample_1_lv_0046706_007,7,14.366427,12.578893,0,91,Undifferentiated_KC
Sample_007_Region,114493-sample_1_lv_0046706_007,1,7.919807,10.074607,0,72,Undifferentiated_KC
Sample_007_Region,114494-sample_1_lv_0046706_007,4,14.841972,8.872194,0,182,Undifferentiated_KC
Sample_007_Region,114495-sample_1_lv_0046706_007,4,14.881086,7.300437,0,147,F3
Sample_007_Region,114496-sample_1_lv_0046706_007,2,11.65829,6.990094,0,493,F2
Sample_007_Region,114497-sample_1_lv_0046706_007,7,15.2675295,12.339544,0,265,Undifferentiated_KC
Sample_007_Region,114498-sample_1_lv_0046706_007,6,13.154519,15.35917,0,120,Undifferentiated_KC
Sample_007_Region,114499-sample_1_lv_0046706_007,4,14.228199,8.731876,0,170,Undifferentiated_KC
Sample_007_Region,114500-sample_1_lv_0046706_007,0,-4.2609205,6.5099583,0,227,Undifferentiated_KC
Sample_007_Region,114501-sample_1_lv_0046706_007,0,-4.5741506,8.252237,0,184,Undifferentiated_KC
Sample_007_Region,114502-sample_1_lv_0046706_007,7,14.502931,12.392709,0,174,Mono_mac
Sample_007_Region,114503-sample_1_lv_0046706_007,31,10.728192,-1.4269712,0,163,Undifferentiated_KC
Sample_007_Region,114504-sample_1_lv_0046706_007,19,20.223734,13.56058,0,298,F1
Sample_007_Region,114505-sample_1_lv_0046706_007,33,0.8601353,21.105207,0,402,Undifferentiated_KC
