roi,cell_id,leiden_cluster,umap_1,umap_2,n_genes,total_counts,cell_type
Sample_007_Region,104048-sample_1_lv_0046706_007,2,11.270742,6.4133005,0,451,F1
Sample_007_Region,104049-sample_1_lv_0046706_007,7,14.332511,11.92853,0,346,F2
Sample_007_Region,104050-sample_1_lv_0046706_007,3,5.3639073,4.8633294,0,372,F2
Sample_007_Region,104051-sample_1_lv_0046706_007,4,15.246487,6.8870916,0,972,F2
Sample_007_Region,104052-sample_1_lv_0046706_007,5,8.233799,2.8434777,0,863,Mono_mac
Sample_007_Region,104053-sample_1_lv_0046706_007,0,-5.6475286,7.914837,0,58,Th
Sample_007_Region,104054-sample_1_lv_0046706_007,28,12.35832,-6.896543,0,146,Mono_mac
Sample_007_Region,104055-sample_1_lv_0046706_007,9,9.197246,14.409196,0,243,F1
Sample_007_Region,104056-sample_1_lv_0046706_007,3,4.2913322,6.199638,0,672,VE2
Sample_007_Region,104057-sample_1_lv_0046706_007,8,12.488928,2.0323303,0,233,Pericyte_2
Sample_007_Region,104058-sample_1_lv_0046706_007,9,10.115366,14.000308,0,488,Pericyte_2
Sample_007_Region,104059-sample_1_lv_0046706_007,28,12.397676,-6.8982687,0,104,Mono_mac
Sample_007_Region,104060-sample_1_lv_0046706_007,32,2.1246195,10.937848,0,546,Pericyte_2
Sample_007_Region,104061-sample_1_lv_0046706_007,11,11.021382,10.55195,0,110,Th
Sample_007_Region,104062-sample_1_lv_0046706_007,4,15.370251,6.982631,0,484,Pericyte_1
Sample_007_Region,104063-sample_1_lv_0046706_007,11,11.6171255,9.626412,0,246,F1
Sample_007_Region,104064-sample_1_lv_0046706_007,9,9.977876,13.771969,0,269,Mono_mac
Sample_007_Region,104065-sample_1_lv_0046706_007,32,1.7478964,11.231552,0,206,F1
Sample_007_Region,104066-sample_1_lv_0046706_007,0,-5.7310867,7.225287,0,124,F2
Sample_007_Region,104067-sample_1_lv_0046706_007,11,11.459648,10.373087,0,120,Undifferentiated_KC
Sample_007_Region,104068-sample_1_lv_0046706_007,1,9.27054,7.923205,0,230,F1
Sample_007_Region,104069-sample_1_lv_0046706_007,1,9.977384,8.197484,0,237,Macro_1
Sample_007_Region,104070-sample_1_lv_0046706_007,0,-4.6763515,7.037126,0,31,Undifferentiated_KC
Sample_007_Region,104071-sample_1_lv_0046706_007,0,-4.470239,8.509943,0,15,Th
Sample_007_Region,104072-sample_1_lv_0046706_007,0,-6.1854596,8.943148,0,555,F1
Sample_007_Region,104073-sample_1_lv_0046706_007,8,12.2785845,0.06892323,0,248,Pericyte_2
Sample_007_Region,104074-sample_1_lv_0046706_007,5,13.589951,5.138799,0,329,F1
Sample_007_Region,104075-sample_1_lv_0046706_007,32,1.261931,12.08714,0,191,F1
Sample_007_Region,104076-sample_1_lv_0046706_007,32,1.7536333,11.296781,0,459,F1
Sample_007_Region,104077-sample_1_lv_0046706_007,0,-3.7161202,8.465744,0,114,F1
Sample_007_Region,104078-sample_1_lv_0046706_007,0,-4.4608955,7.8692465,0,27,Macro_2
Sample_007_Region,104079-sample_1_lv_0046706_007,0,-5.536004,7.609082,0,40,Macro_1
Sample_007_Region,104080-sample_1_lv_0046706_007,0,-4.953982,6.135519,0,22,Th
Sample_007_Region,104081-sample_1_lv_0046706_007,0,-6.5162015,7.999838,0,43,Mono_mac
Sample_007_Region,104440-sample_1_lv_0046706_007,15,6.265316,0.9199776,0,20,Pericyte_1
Sample_007_Region,105162-sample_1_lv_0046706_007,21,16.246006,17.455032,0,157,Differentiated_KC
Sample_007_Region,105163-sample_1_lv_0046706_007,0,-5.8659472,6.9597754,0,174,Undifferentiated_KC
Sample_007_Region,105164-sample_1_lv_0046706_007,7,16.171387,11.535252,0,276,Undifferentiated_KC
Sample_007_Region,105165-sample_1_lv_0046706_007,1,6.9231153,11.3538885,0,86,Th
Sample_007_Region,105166-sample_1_lv_0046706_007,6,13.08094,13.334407,0,243,Undifferentiated_KC
Sample_007_Region,105167-sample_1_lv_0046706_007,20,16.735617,13.726609,0,656,Undifferentiated_KC
Sample_007_Region,105168-sample_1_lv_0046706_007,6,12.451279,13.155947,0,163,Macro_1
Sample_007_Region,105169-sample_1_lv_0046706_007,12,13.454971,6.666904,0,167,F1
Sample_007_Region,105170-sample_1_lv_0046706_007,5,12.779465,3.3470032,0,299,Pericyte_2
Sample_007_Region,105171-sample_1_lv_0046706_007,12,14.758709,5.3705273,0,593,F2
Sample_007_Region,105172-sample_1_lv_0046706_007,14,10.814425,4.253883,0,222,F1
Sample_007_Region,105173-sample_1_lv_0046706_007,7,15.58717,12.50616,0,117,Macro_1
Sample_007_Region,105174-sample_1_lv_0046706_007,16,6.906479,7.094675,0,114,Undifferentiated_KC
Sample_007_Region,105175-sample_1_lv_0046706_007,0,-2.9260786,7.0772896,0,60,Undifferentiated_KC
Sample_007_Region,105176-sample_1_lv_0046706_007,0,-2.6822777,6.223907,0,3,VE2
Sample_007_Region,105177-sample_1_lv_0046706_007,7,15.654567,12.952958,0,161,Macro_1
Sample_007_Region,105178-sample_1_lv_0046706_007,21,16.337214,17.520756,0,15,Differentiated_KC
Sample_007_Region,105179-sample_1_lv_0046706_007,0,-4.062132,9.588024,0,23,Undifferentiated_KC
Sample_007_Region,105180-sample_1_lv_0046706_007,6,13.271203,13.61963,0,304,Undifferentiated_KC
Sample_007_Region,105181-sample_1_lv_0046706_007,20,17.41761,14.141385,0,204,Undifferentiated_KC
Sample_007_Region,105182-sample_1_lv_0046706_007,25,9.69014,22.059595,0,97,Undifferentiated_KC
Sample_007_Region,105183-sample_1_lv_0046706_007,0,-2.427625,6.8041053,0,180,Undifferentiated_KC
Sample_007_Region,105184-sample_1_lv_0046706_007,25,19.473217,13.457461,0,74,F1
Sample_007_Region,105185-sample_1_lv_0046706_007,11,11.609459,10.367161,0,130,Macro_1
Sample_007_Region,105186-sample_1_lv_0046706_007,1,6.3741813,10.721041,0,69,Th
Sample_007_Region,105187-sample_1_lv_0046706_007,2,11.647279,8.892193,0,267,F1
Sample_007_Region,105188-sample_1_lv_0046706_007,9,9.84253,13.835497,0,376,F2
Sample_007_Region,105189-sample_1_lv_0046706_007,11,12.476623,8.509212,0,405,Mono_mac
Sample_007_Region,105190-sample_1_lv_0046706_007,11,10.548534,9.990283,0,284,F2
Sample_007_Region,105191-sample_1_lv_0046706_007,0,-3.315085,5.6647577,0,40,F1
Sample_007_Region,105192-sample_1_lv_0046706_007,23,6.635353,19.406265,0,614,F3
Sample_007_Region,105193-sample_1_lv_0046706_007,9,9.63697,13.888848,0,351,F2
Sample_007_Region,105194-sample_1_lv_0046706_007,4,15.591616,7.0771255,0,126,F1
Sample_007_Region,105195-sample_1_lv_0046706_007,4,14.273831,8.724766,0,374,ILC1_3
Sample_007_Region,105196-sample_1_lv_0046706_007,0,-4.0684175,7.9399242,0,329,Pericyte_1
Sample_007_Region,105197-sample_1_lv_0046706_007,30,7.1843634,-1.841089,0,136,Th
Sample_007_Region,105198-sample_1_lv_0046706_007,0,-6.2502484,8.517679,0,0,Differentiated_KC
Sample_007_Region,105199-sample_1_lv_0046706_007,23,7.0155163,18.734665,0,581,Pericyte_2
Sample_007_Region,105200-sample_1_lv_0046706_007,0,-4.259821,8.174271,0,0,Differentiated_KC
Sample_007_Region,105201-sample_1_lv_0046706_007,15,6.8972692,1.3687687,0,128,Macro_1
Sample_007_Region,105202-sample_1_lv_0046706_007,2,11.781216,8.351125,0,1139,F1
Sample_007_Region,105203-sample_1_lv_0046706_007,20,16.580647,15.163214,0,320,F1
Sample_007_Region,105204-sample_1_lv_0046706_007,14,10.870765,4.0335093,0,313,F2
Sample_007_Region,105205-sample_1_lv_0046706_007,9,8.907248,14.625327,0,389,F1
Sample_007_Region,105206-sample_1_lv_0046706_007,2,11.833711,8.662096,0,685,Macro_1
Sample_007_Region,105207-sample_1_lv_0046706_007,0,-5.5085673,7.2011986,0,55,F1
Sample_007_Region,105208-sample_1_lv_0046706_007,1,12.806432,9.928059,0,78,Th
Sample_007_Region,105209-sample_1_lv_0046706_007,11,10.482421,10.292593,0,276,F1
Sample_007_Region,105210-sample_1_lv_0046706_007,5,8.987521,3.56452,0,571,Mono_mac
Sample_007_Region,105211-sample_1_lv_0046706_007,1,8.556422,6.145472,0,296,Mono_mac
Sample_007_Region,105212-sample_1_lv_0046706_007,24,12.155066,-2.2746198,0,296,Pericyte_2
Sample_007_Region,105213-sample_1_lv_0046706_007,1,4.421945,0.15250559,0,136,MigDC
Sample_007_Region,105214-sample_1_lv_0046706_007,0,-5.0090513,7.745261,0,207,Undifferentiated_KC
Sample_007_Region,105215-sample_1_lv_0046706_007,6,13.056847,15.450371,0,214,Undifferentiated_KC
Sample_007_Region,105216-sample_1_lv_0046706_007,1,8.191286,8.763941,0,321,Undifferentiated_KC
Sample_007_Region,105217-sample_1_lv_0046706_007,30,16.729713,0.016036697,0,179,Undifferentiated_KC
Sample_007_Region,105218-sample_1_lv_0046706_007,31,10.46546,-2.7379458,0,225,Undifferentiated_KC
Sample_007_Region,105219-sample_1_lv_0046706_007,0,-3.4535072,8.713925,0,107,Undifferentiated_KC
Sample_007_Region,105220-sample_1_lv_0046706_007,18,16.77832,1.4901984,0,250,Undifferentiated_KC
Sample_007_Region,105221-sample_1_lv_0046706_007,0,-4.86142,7.627934,0,239,Undifferentiated_KC
Sample_007_Region,105222-sample_1_lv_0046706_007,2,11.198683,8.436086,0,222,Th
Sample_007_Region,105223-sample_1_lv_0046706_007,11,12.063352,8.3503685,0,314,Macro_1
Sample_007_Region,105224-sample_1_lv_0046706_007,5,13.373659,4.277936,0,349,LE1
Sample_007_Region,105225-sample_1_lv_0046706_007,5,9.046629,6.724381,0,120,F3
Sample_007_Region,105226-sample_1_lv_0046706_007,5,12.693147,5.738686,0,140,VE3
Sample_007_Region,105227-sample_1_lv_0046706_007,7,14.290862,12.614631,0,163,Undifferentiated_KC
Sample_007_Region,105228-sample_1_lv_0046706_007,7,15.295675,12.587366,0,225,Undifferentiated_KC
Sample_007_Region,105229-sample_1_lv_0046706_007,31,10.983385,-2.3421655,0,131,Undifferentiated_KC
Sample_007_Region,105230-sample_1_lv_0046706_007,7,16.061113,12.369398,0,160,Undifferentiated_KC
Sample_007_Region,105231-sample_1_lv_0046706_007,15,7.3897905,1.1239969,0,73,Macro_1
Sample_007_Region,105232-sample_1_lv_0046706_007,5,6.177938,12.051289,0,55,Differentiated_KC
Sample_007_Region,105233-sample_1_lv_0046706_007,0,-3.3666847,7.9477096,0,191,Undifferentiated_KC
Sample_007_Region,105234-sample_1_lv_0046706_007,31,11.251429,-2.2474735,0,168,Undifferentiated_KC
Sample_007_Region,105235-sample_1_lv_0046706_007,1,8.253893,9.688673,0,88,Undifferentiated_KC
Sample_007_Region,105236-sample_1_lv_0046706_007,1,11.454301,11.626917,0,291,Undifferentiated_KC
Sample_007_Region,105237-sample_1_lv_0046706_007,0,-6.236057,6.7778797,0,155,F3
Sample_007_Region,105238-sample_1_lv_0046706_007,0,-5.262191,9.063234,0,0,Differentiated_KC
Sample_007_Region,105239-sample_1_lv_0046706_007,14,10.753408,4.719545,0,132,F2
Sample_007_Region,105240-sample_1_lv_0046706_007,0,-4.78022,6.5702405,0,12,Macro_1
Sample_007_Region,105241-sample_1_lv_0046706_007,11,11.152583,9.208902,0,294,F1
Sample_007_Region,105242-sample_1_lv_0046706_007,4,15.230682,7.04498,0,229,F2
Sample_007_Region,105243-sample_1_lv_0046706_007,6,12.703307,15.499122,0,131,F2
Sample_007_Region,105244-sample_1_lv_0046706_007,11,11.046027,9.085592,0,113,Mono_mac
Sample_007_Region,105245-sample_1_lv_0046706_007,0,-4.7183943,8.419943,0,0,Differentiated_KC
Sample_007_Region,105246-sample_1_lv_0046706_007,5,7.9926186,2.2913601,0,135,Tc
Sample_007_Region,105247-sample_1_lv_0046706_007,0,-4.1877036,6.9288,0,24,Th
Sample_007_Region,105248-sample_1_lv_0046706_007,6,12.158073,13.318572,0,238,LE2
Sample_007_Region,105249-sample_1_lv_0046706_007,5,13.055585,5.315814,0,192,Mono_mac
Sample_007_Region,105250-sample_1_lv_0046706_007,22,10.612263,19.14815,0,215,Pericyte_2
Sample_007_Region,105251-sample_1_lv_0046706_007,2,11.925993,8.082692,0,247,Macro_1
Sample_007_Region,105252-sample_1_lv_0046706_007,0,-3.697411,7.553654,0,3,Differentiated_KC
Sample_007_Region,105253-sample_1_lv_0046706_007,3,7.9144044,6.031969,0,57,Th
Sample_007_Region,105254-sample_1_lv_0046706_007,15,7.528827,1.1495532,0,48,Macro_1
Sample_007_Region,105255-sample_1_lv_0046706_007,28,8.261179,-7.781261,0,18,F3
Sample_007_Region,105256-sample_1_lv_0046706_007,15,5.5453944,2.5677533,0,127,ILC1_3
Sample_007_Region,105257-sample_1_lv_0046706_007,26,8.30822,-3.697068,0,68,LE2
Sample_007_Region,105258-sample_1_lv_0046706_007,12,13.020253,8.229191,0,81,Mono_mac
Sample_007_Region,105259-sample_1_lv_0046706_007,26,8.090999,-3.3203487,0,94,Mono_mac
Sample_007_Region,105260-sample_1_lv_0046706_007,4,14.769595,8.973047,0,123,F2
Sample_007_Region,105261-sample_1_lv_0046706_007,16,5.3375235,6.644452,0,197,Undifferentiated_KC
Sample_007_Region,105262-sample_1_lv_0046706_007,6,13.881256,15.599105,0,605,Undifferentiated_KC
Sample_007_Region,105263-sample_1_lv_0046706_007,0,-3.3837514,5.5316086,0,77,Undifferentiated_KC
Sample_007_Region,105264-sample_1_lv_0046706_007,1,12.114622,10.691296,0,117,Undifferentiated_KC
Sample_007_Region,105265-sample_1_lv_0046706_007,21,16.305014,17.516323,0,113,Differentiated_KC
Sample_007_Region,105266-sample_1_lv_0046706_007,21,16.767506,20.095459,0,204,Pericyte_1
Sample_007_Region,105267-sample_1_lv_0046706_007,21,17.047163,17.925022,0,222,Macro_1
Sample_007_Region,105268-sample_1_lv_0046706_007,6,12.329436,13.00189,0,139,Undifferentiated_KC
Sample_007_Region,105269-sample_1_lv_0046706_007,1,5.953621,10.95598,0,198,Undifferentiated_KC
Sample_007_Region,105270-sample_1_lv_0046706_007,7,15.402914,12.469043,0,385,Undifferentiated_KC
Sample_007_Region,105271-sample_1_lv_0046706_007,7,14.505614,12.700385,0,135,Differentiated_KC
Sample_007_Region,105272-sample_1_lv_0046706_007,24,6.044201,-2.435877,0,276,Undifferentiated_KC
Sample_007_Region,105273-sample_1_lv_0046706_007,2,11.549513,7.0333056,0,188,Undifferentiated_KC
Sample_007_Region,105274-sample_1_lv_0046706_007,6,13.315033,15.370208,0,260,Undifferentiated_KC
Sample_007_Region,105275-sample_1_lv_0046706_007,29,2.4455698,3.2337658,0,199,Undifferentiated_KC
Sample_007_Region,105276-sample_1_lv_0046706_007,14,11.852126,3.826362,0,336,Undifferentiated_KC
Sample_007_Region,105277-sample_1_lv_0046706_007,11,10.746399,10.702092,0,92,Macro_1
Sample_007_Region,105278-sample_1_lv_0046706_007,21,17.15767,18.146248,0,175,Differentiated_KC
Sample_007_Region,105279-sample_1_lv_0046706_007,21,16.994987,17.966051,0,377,Differentiated_KC
Sample_007_Region,105280-sample_1_lv_0046706_007,3,6.717509,5.758258,0,6,VE2
Sample_007_Region,105281-sample_1_lv_0046706_007,21,16.621515,19.926857,0,589,LC
Sample_007_Region,105282-sample_1_lv_0046706_007,6,13.180119,13.480521,0,434,Macro_1
Sample_007_Region,105283-sample_1_lv_0046706_007,0,-6.099089,6.0086174,0,129,Pericyte_1
Sample_007_Region,105284-sample_1_lv_0046706_007,16,7.4241576,7.061169,0,53,Th
Sample_007_Region,105285-sample_1_lv_0046706_007,9,8.982151,15.164163,0,92,Schwann_1
Sample_007_Region,105286-sample_1_lv_0046706_007,21,16.19568,17.38705,0,32,Differentiated_KC
Sample_007_Region,105287-sample_1_lv_0046706_007,0,-3.464336,5.443299,0,46,F1
Sample_007_Region,105288-sample_1_lv_0046706_007,16,6.810613,6.83702,0,196,F2
Sample_007_Region,105289-sample_1_lv_0046706_007,26,8.95696,-5.2748737,0,25,Differentiated_KC
Sample_007_Region,105290-sample_1_lv_0046706_007,0,-3.9984822,6.9051194,0,113,VE2
Sample_007_Region,105291-sample_1_lv_0046706_007,27,-0.081994295,0.20087087,0,126,Pericyte_1
Sample_007_Region,105292-sample_1_lv_0046706_007,0,-3.4965758,9.007135,0,6,Differentiated_KC
Sample_007_Region,105293-sample_1_lv_0046706_007,21,16.45414,18.114195,0,149,Differentiated_KC
Sample_007_Region,105294-sample_1_lv_0046706_007,0,-5.2261715,5.251877,0,190,F1
Sample_007_Region,105295-sample_1_lv_0046706_007,3,7.863372,5.362657,0,350,F1
Sample_007_Region,105296-sample_1_lv_0046706_007,30,15.559036,1.0319228,0,299,F2
Sample_007_Region,105297-sample_1_lv_0046706_007,1,8.760753,7.778083,0,127,VE2
Sample_007_Region,105298-sample_1_lv_0046706_007,11,10.660047,10.4535675,0,185,Macro_1
Sample_007_Region,105299-sample_1_lv_0046706_007,18,14.728473,3.236681,0,401,VE2
Sample_007_Region,105300-sample_1_lv_0046706_007,0,-4.2793345,8.498799,0,288,F2
Sample_007_Region,105301-sample_1_lv_0046706_007,18,16.71582,1.4178594,0,224,Mono_mac
Sample_007_Region,105302-sample_1_lv_0046706_007,5,8.107143,1.9367999,0,133,F1
Sample_007_Region,105303-sample_1_lv_0046706_007,29,4.3663287,3.8141303,0,297,Pericyte_1
Sample_007_Region,105304-sample_1_lv_0046706_007,2,11.137927,7.557679,0,101,LC
Sample_007_Region,105305-sample_1_lv_0046706_007,24,12.231742,-2.3082516,0,112,F1
Sample_007_Region,105306-sample_1_lv_0046706_007,26,7.3622885,-5.562541,0,555,Pericyte_2
Sample_007_Region,105307-sample_1_lv_0046706_007,15,8.103474,0.44740793,0,314,F2
Sample_007_Region,105308-sample_1_lv_0046706_007,16,5.583678,7.67675,0,80,VE1
Sample_007_Region,105309-sample_1_lv_0046706_007,11,10.928491,10.028936,0,235,Pericyte_1
Sample_007_Region,105310-sample_1_lv_0046706_007,18,14.671273,3.3215199,0,526,Mono_mac
Sample_007_Region,105311-sample_1_lv_0046706_007,15,6.5181804,3.1672668,0,1134,Mono_mac
Sample_007_Region,105312-sample_1_lv_0046706_007,7,15.468977,12.8352585,0,85,Undifferentiated_KC
Sample_007_Region,105313-sample_1_lv_0046706_007,6,13.362522,13.509863,0,534,Undifferentiated_KC
Sample_007_Region,105314-sample_1_lv_0046706_007,6,14.856591,13.822949,0,299,F1
Sample_007_Region,105315-sample_1_lv_0046706_007,7,15.549259,11.808114,0,558,Undifferentiated_KC
Sample_007_Region,105316-sample_1_lv_0046706_007,0,-2.4868317,7.5010595,0,34,Undifferentiated_KC
Sample_007_Region,105317-sample_1_lv_0046706_007,1,7.866744,9.133452,0,203,Undifferentiated_KC
Sample_007_Region,105318-sample_1_lv_0046706_007,0,-4.4229884,8.8073225,0,38,F3
Sample_007_Region,105319-sample_1_lv_0046706_007,0,-2.9427497,7.131719,0,250,Undifferentiated_KC
Sample_007_Region,105320-sample_1_lv_0046706_007,4,14.925203,8.969011,0,339,F1
Sample_007_Region,105321-sample_1_lv_0046706_007,5,9.265909,3.0984344,0,213,Pericyte_2
Sample_007_Region,105322-sample_1_lv_0046706_007,0,-5.211763,6.9922233,0,105,F3
Sample_007_Region,105323-sample_1_lv_0046706_007,16,5.3269997,6.969873,0,201,Undifferentiated_KC
Sample_007_Region,105324-sample_1_lv_0046706_007,6,12.167614,13.361323,0,263,Undifferentiated_KC
Sample_007_Region,105325-sample_1_lv_0046706_007,4,14.498167,9.096032,0,168,Undifferentiated_KC
Sample_007_Region,105326-sample_1_lv_0046706_007,1,7.2878304,10.202549,0,607,Undifferentiated_KC
Sample_007_Region,105327-sample_1_lv_0046706_007,6,13.112944,13.494525,0,169,Undifferentiated_KC
Sample_007_Region,105328-sample_1_lv_0046706_007,0,-4.469764,5.7158484,0,135,F2
Sample_007_Region,105329-sample_1_lv_0046706_007,0,-3.235853,6.1589556,0,12,Treg
Sample_007_Region,105330-sample_1_lv_0046706_007,26,8.652219,-4.628808,0,57,Pericyte_2
Sample_007_Region,105331-sample_1_lv_0046706_007,1,4.4990497,0.21145111,0,181,F1
Sample_007_Region,105332-sample_1_lv_0046706_007,6,14.16334,15.493589,0,204,Undifferentiated_KC
Sample_007_Region,105333-sample_1_lv_0046706_007,0,-6.153042,6.759724,0,63,Undifferentiated_KC
Sample_007_Region,105334-sample_1_lv_0046706_007,4,15.343318,7.397476,0,112,F2
Sample_007_Region,105335-sample_1_lv_0046706_007,30,16.74431,0.03409857,0,175,Undifferentiated_KC
Sample_007_Region,105336-sample_1_lv_0046706_007,6,13.797893,15.5786495,0,395,Undifferentiated_KC
Sample_007_Region,105337-sample_1_lv_0046706_007,30,20.162594,3.968053,0,99,Undifferentiated_KC
Sample_007_Region,105338-sample_1_lv_0046706_007,0,-4.5652547,6.9686155,0,116,Undifferentiated_KC
Sample_007_Region,105339-sample_1_lv_0046706_007,0,-5.0799007,7.5788164,0,124,Undifferentiated_KC
Sample_007_Region,105340-sample_1_lv_0046706_007,7,14.383606,12.385973,0,197,Undifferentiated_KC
Sample_007_Region,105341-sample_1_lv_0046706_007,0,-4.0173497,9.119426,0,129,Undifferentiated_KC
Sample_007_Region,105342-sample_1_lv_0046706_007,6,13.294269,13.612436,0,606,Undifferentiated_KC
Sample_007_Region,105343-sample_1_lv_0046706_007,29,3.034386,2.4817412,0,307,MigDC
Sample_007_Region,105344-sample_1_lv_0046706_007,23,6.321098,18.38508,0,241,Undifferentiated_KC
Sample_007_Region,105345-sample_1_lv_0046706_007,14,11.012778,4.010562,0,248,Undifferentiated_KC
Sample_007_Region,105346-sample_1_lv_0046706_007,29,2.3922665,2.9259896,0,191,Undifferentiated_KC
Sample_007_Region,105347-sample_1_lv_0046706_007,29,3.8923411,3.9253638,0,122,Undifferentiated_KC
Sample_007_Region,105348-sample_1_lv_0046706_007,0,-3.6741033,6.37005,0,141,F1
Sample_007_Region,105349-sample_1_lv_0046706_007,6,12.094627,13.767802,0,113,Undifferentiated_KC
Sample_007_Region,105350-sample_1_lv_0046706_007,0,-4.5355134,6.464278,0,101,Undifferentiated_KC
Sample_007_Region,105351-sample_1_lv_0046706_007,0,-5.2382565,7.7231913,0,63,Undifferentiated_KC
Sample_007_Region,105352-sample_1_lv_0046706_007,0,-3.737099,7.83513,0,99,Undifferentiated_KC
Sample_007_Region,105353-sample_1_lv_0046706_007,10,13.217363,9.906214,0,171,Th
Sample_007_Region,105354-sample_1_lv_0046706_007,25,9.333591,22.138887,0,466,F2
Sample_007_Region,105355-sample_1_lv_0046706_007,0,-4.6857514,7.671446,0,24,F1
Sample_007_Region,105356-sample_1_lv_0046706_007,0,-5.351613,6.6900063,0,34,F2
Sample_007_Region,105357-sample_1_lv_0046706_007,0,-4.788149,7.9419994,0,4,Macro_1
Sample_007_Region,105358-sample_1_lv_0046706_007,0,-3.4528577,8.3142605,0,6,F1
Sample_007_Region,105359-sample_1_lv_0046706_007,0,-5.698594,8.825025,0,99,F1
Sample_007_Region,105360-sample_1_lv_0046706_007,0,-4.275454,7.881332,0,49,F1
Sample_007_Region,105361-sample_1_lv_0046706_007,2,11.523321,7.29446,0,212,F1
Sample_007_Region,105362-sample_1_lv_0046706_007,0,-4.673737,8.085263,0,171,F2
Sample_007_Region,105363-sample_1_lv_0046706_007,3,8.783242,5.8908234,0,86,F1
Sample_007_Region,105364-sample_1_lv_0046706_007,15,7.6093097,1.3339463,0,60,F1
Sample_007_Region,105365-sample_1_lv_0046706_007,28,9.394023,-6.7181163,0,36,Macro_1
Sample_007_Region,105366-sample_1_lv_0046706_007,5,13.6971035,5.0797467,0,64,LE2
Sample_007_Region,105367-sample_1_lv_0046706_007,15,4.9723682,2.7443874,0,15,DC2
Sample_007_Region,105368-sample_1_lv_0046706_007,0,-5.499394,7.099608,0,18,F1
Sample_007_Region,105369-sample_1_lv_0046706_007,27,-0.2560254,0.33784527,0,109,F1
Sample_007_Region,105370-sample_1_lv_0046706_007,0,-5.67553,7.6877337,0,110,F2
Sample_007_Region,105371-sample_1_lv_0046706_007,0,-4.2005806,5.2125106,0,40,Mono_mac
Sample_007_Region,105372-sample_1_lv_0046706_007,0,-3.7822697,7.5901423,0,28,F1
Sample_007_Region,105373-sample_1_lv_0046706_007,0,-4.1217604,8.292046,0,30,F1
Sample_007_Region,105374-sample_1_lv_0046706_007,0,-3.8208983,9.102378,0,9,Th
Sample_007_Region,105375-sample_1_lv_0046706_007,0,-5.4037457,6.889261,0,8,Mono_mac
Sample_007_Region,105376-sample_1_lv_0046706_007,0,-3.2858486,6.161924,0,291,Undifferentiated_KC
Sample_007_Region,105377-sample_1_lv_0046706_007,0,-3.8129811,6.9900966,0,156,Undifferentiated_KC
Sample_007_Region,105378-sample_1_lv_0046706_007,29,4.7140164,3.8817213,0,100,Undifferentiated_KC
Sample_007_Region,105379-sample_1_lv_0046706_007,0,-4.809937,8.529962,0,29,Undifferentiated_KC
Sample_007_Region,105380-sample_1_lv_0046706_007,29,3.152248,3.0722682,0,136,Undifferentiated_KC
Sample_007_Region,105381-sample_1_lv_0046706_007,25,9.834486,22.122965,0,243,F1
Sample_007_Region,105382-sample_1_lv_0046706_007,22,11.150414,19.359184,0,39,Differentiated_KC
Sample_007_Region,105383-sample_1_lv_0046706_007,7,15.662339,12.325702,0,126,Macro_1
Sample_007_Region,105384-sample_1_lv_0046706_007,0,-5.0997953,9.789422,0,72,Differentiated_KC
Sample_007_Region,105385-sample_1_lv_0046706_007,6,13.3389845,13.539368,0,170,Undifferentiated_KC
Sample_007_Region,105386-sample_1_lv_0046706_007,7,14.384155,12.257932,0,234,Undifferentiated_KC
Sample_007_Region,105387-sample_1_lv_0046706_007,6,13.231979,13.477281,0,148,Undifferentiated_KC
Sample_007_Region,105388-sample_1_lv_0046706_007,0,-3.033968,6.4878845,0,91,Undifferentiated_KC
Sample_007_Region,105389-sample_1_lv_0046706_007,6,12.9650955,14.524456,0,390,Undifferentiated_KC
Sample_007_Region,105390-sample_1_lv_0046706_007,31,10.88155,-1.8854604,0,233,F1
Sample_007_Region,105391-sample_1_lv_0046706_007,0,-3.7200139,6.1616535,0,10,Macro_1
Sample_007_Region,105392-sample_1_lv_0046706_007,0,-6.6983957,7.81402,0,80,F2
Sample_007_Region,105393-sample_1_lv_0046706_007,0,-5.1851196,8.035465,0,71,Th
Sample_007_Region,105394-sample_1_lv_0046706_007,0,-3.7221534,7.8774233,0,234,F1
Sample_007_Region,105395-sample_1_lv_0046706_007,0,-6.0712733,8.298514,0,21,F1
Sample_007_Region,105396-sample_1_lv_0046706_007,0,-4.6610656,5.7425904,0,62,Macro_1
Sample_007_Region,105397-sample_1_lv_0046706_007,0,-5.1203246,7.520407,0,28,F1
Sample_007_Region,105398-sample_1_lv_0046706_007,0,-5.013754,6.457814,0,139,F1
Sample_007_Region,105399-sample_1_lv_0046706_007,0,-3.8017962,8.925484,0,54,F1
Sample_007_Region,105400-sample_1_lv_0046706_007,17,3.8568618,13.154315,0,67,F1
Sample_007_Region,105401-sample_1_lv_0046706_007,0,-4.9373,9.051906,0,172,F1
Sample_007_Region,105402-sample_1_lv_0046706_007,0,-3.7077398,8.687081,0,286,F3
Sample_007_Region,105403-sample_1_lv_0046706_007,0,-3.7291665,9.1701355,0,31,F1
Sample_007_Region,105404-sample_1_lv_0046706_007,0,-4.127863,8.25835,0,45,Pericyte_1
Sample_007_Region,105405-sample_1_lv_0046706_007,16,5.0918903,8.721862,0,7,F3
Sample_007_Region,105406-sample_1_lv_0046706_007,0,-4.23104,9.270193,0,13,F1
Sample_007_Region,105407-sample_1_lv_0046706_007,0,-6.085339,6.6328588,0,5,F1
